Key,Name,Calories,Fat,Protein,Carbs,Fiber
339037,Egg Salad Made With Any Type Of Fat Free Dressing,139,8.82,9.8,4.29,0.4
339038,Huevos Rancheros,118,6.48,6.87,8.72,1.7
339039,Egg Casserole With Bread Cheese Milk And Meat,192,13.76,12.03,4.68,0.1
339040,Egg Foo Yung (Young) Nfs,123,5.95,11.68,4.94,0.2
339041,Chicken Egg Foo Yung (Young),136,6.63,13.73,4.52,0.2
339042,Pork Egg Foo Yung (Young),147,8.04,13.28,4.52,0.2
339043,Shrimp Egg Foo Yung (Young),123,5.95,11.68,4.94,0.2
339044,Beef Egg Foo Yung (Young),146,7.87,13.81,4.52,0.2
339045,Ripe Plantain Omelet Puerto Rican Style (Tortilla De Amarillo),224,14.77,6.58,18.09,1.3
339046,Scrambled Eggs With Jerked Beef Puerto Rican Style (Revoltillo De Tasajo),260,17.78,21.46,2.98,0.2
339047,Eggs A La Malaguena Puerto Rican Style (Huevos A La Malaguena),96,4.68,8.41,4.96,1.7
339048,Shrimp-Egg Patty (Torta De Cameron Seco),434,31.75,25.26,10.48,0.6
339049,Egg Dessert Custard-Like Made With Water And Sugar Puerto Rican Style (Tocino Del Cielo; Heavens Delight),323,7.9,5.38,58.98,0
339050,Zabaglione,255,7.65,4.67,29.06,0
339051,Egg Omelet Or Scrambled Egg Made With Margarine,172,12.99,11.15,1.85,0
339052,Egg Omelet Or Scrambled Egg Made With Oil,180,13.91,11.16,1.81,0
339053,Egg Omelet Or Scrambled Egg Made With Butter,172,13.02,11.19,1.81,0
339054,Egg Omelet Or Scrambled Egg Made With Animal Fat Or Meat Drippings,175,13.21,11.31,1.82,0
339055,Egg Omelet Or Scrambled Egg Made With Cooking Spray,140,9.1,11.69,2,0
339056,Egg Omelet Or Scrambled Egg Made Without Fat,137,8.74,11.74,1.9,0
339057,Egg Omelet Or Scrambled Egg From Fast Food / Restaurant,212,16.18,13.84,2.08,0
339058,Egg Omelet Or Scrambled Egg With Cheese Made With Margarine,204,15.81,12.83,2.04,0
339059,Egg Omelet Or Scrambled Egg With Cheese Made With Oil,211,16.63,12.84,2,0
339060,Egg Omelet Or Scrambled Egg With Cheese Made With Butter,204,15.83,12.86,2,0
339061,Egg Omelet Or Scrambled Egg With Cheese Made With Animal Fat Or Meat Drippings,207,16.01,12.98,2.01,0
339062,Egg Omelet Or Scrambled Egg With Cheese Made With Cooking Spray,178,12.5,13.38,2.18,0
339063,Egg Omelet Or Scrambled Egg With Cheese Made Without Fat,175,12.19,13.43,2.1,0
339064,Egg Omelet Or Scrambled Egg With Meat Made With Margarine,219,16.47,14.8,2.22,0
339065,Egg Omelet Or Scrambled Egg With Meat Made With Oil,225,17.1,14.82,2.19,0
339066,Egg Omelet Or Scrambled Egg With Meat Made With Butter,219,16.48,14.83,2.19,0
339067,Egg Omelet Or Scrambled Egg With Meat Made With Animal Fat Or Meat Drippings,222,16.63,14.93,2.19,0
339068,Egg Omelet Or Scrambled Egg With Meat Made With Cooking Spray,200,13.95,15.29,2.33,0
339069,Egg Omelet Or Scrambled Egg With Meat Made Without Fat,198,13.72,15.34,2.27,0
339070,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Margarine,239,18.19,15.7,2.32,0
339071,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Oil,244,18.78,15.72,2.3,0
339072,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Butter,239,18.21,15.73,2.3,0
339073,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Animal Fat Or Meat Drippings,241,18.34,15.82,2.3,0
339074,Egg Omelet Or Scrambled Egg With Cheese And Meat Made With Cooking Spray,221,15.94,16.18,2.43,0
339075,Egg Omelet Or Scrambled Egg With Cheese And Meat Made Without Fat,219,15.73,16.23,2.37,0
339076,Egg Omelet Or Scrambled Egg With Tomatoes Fat Added In Cooking,117,8.51,7.15,2.84,0.5
339077,Egg Omelet Or Scrambled Egg With Tomatoes Fat Not Added In Cooking,90,5.28,7.37,2.93,0.6
339078,Egg Omelet Or Scrambled Egg With Tomatoes Ns As To Fat Added In Cooking,117,8.51,7.15,2.84,0.5
339079,Egg Omelet Or Scrambled Egg With Dark-Green Vegetables Fat Added In Cooking,155,11.62,9.81,2.66,0.5
339080,Egg Omelet Or Scrambled Egg With Dark-Green Vegetables Fat Not Added In Cooking,119,7.27,10.23,2.77,0.5
339081,Egg Omelet Or Scrambled Egg With Dark-Green Vegetables Ns As To Fat Added In Cooking,155,11.62,9.81,2.66,0.5
339082,Egg Omelet Or Scrambled Egg With Tomatoes And Dark-Green Vegetables Fat Added In Cooking,140,10.36,8.73,2.73,0.5
339083,Egg Omelet Or Scrambled Egg With Tomatoes And Dark-Green Vegetables Fat Not Added In Cooking,107,6.45,9.06,2.84,0.5
339084,Egg Omelet Or Scrambled Egg With Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,140,10.36,8.73,2.73,0.5
339085,Egg Omelet Or Scrambled Egg With Vegetables Other Than Dark Green And/or Tomatoes Fat Added In Cooking,155,12.13,8.09,3.36,0.5
339086,Egg Omelet Or Scrambled Egg With Vegetables Other Than Dark Green And/or Tomatoes Fat Not Added In Cooking,105,6.08,8.57,3.56,0.6
339087,Egg Omelet Or Scrambled Egg With Vegetables Other Than Dark Green And/or Tomatoes Ns As To Fat Added In Cooking,155,12.13,8.09,3.36,0.5
339088,Egg Omelet Or Scrambled Egg With Cheese And Tomatoes Fat Added In Cooking,142,10.62,8.5,2.89,0.5
339089,Egg Omelet Or Scrambled Egg With Cheese And Tomatoes Fat Not Added In Cooking,117,7.68,8.75,2.97,0.5
339090,Egg Omelet Or Scrambled Egg With Cheese And Tomatoes Ns As To Fat Added In Cooking,142,10.62,8.5,2.89,0.5
339091,Egg Omelet Or Scrambled Egg With Cheese And Dark-Green Vegetables Fat Added In Cooking,185,14.14,11.36,2.74,0.4
339092,Egg Omelet Or Scrambled Egg With Cheese And Dark-Green Vegetables Fat Not Added In Cooking,153,10.31,11.8,2.84,0.5
339093,Egg Omelet Or Scrambled Egg With Cheese And Dark-Green Vegetables Ns As To Fat Added In Cooking,185,14.14,11.36,2.74,0.4
339094,Egg Omelet Or Scrambled Egg With Cheese Tomatoes And Dark-Green Vegetables Fat Added In Cooking,167,12.72,10.21,2.8,0.5
339095,Egg Omelet Or Scrambled Egg With Cheese Tomatoes And Dark-Green Vegetables Fat Not Added In Cooking,138,9.25,10.57,2.9,0.5
339096,Egg Omelet Or Scrambled Egg With Cheese Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,167,12.72,10.21,2.8,0.5
339097,Egg Omelet Or Scrambled Egg With Cheese And Vegetables Other Than Dark Green And/or Tomatoes Fat Added In Cooking,180,14.2,9.53,3.38,0.5
339098,Egg Omelet Or Scrambled Egg With Cheese And Vegetables Other Than Dark Green And/or Tomatoes Fat Not Added In Cooking,135,8.78,10.05,3.56,0.5
339099,Egg Omelet Or Scrambled Egg With Cheese And Vegetables Other Than Dark Green And/or Tomatoes Ns As To Fat Added In Cooking,180,14.2,9.53,3.38,0.5
339100,Egg Omelet Or Scrambled Egg With Meat And Tomatoes Fat Added In Cooking,163,12.08,10.47,2.68,0.3
339101,Egg Omelet Or Scrambled Egg With Meat And Tomatoes Fat Not Added In Cooking,138,9.09,10.77,2.76,0.4
339102,Egg Omelet Or Scrambled Egg With Meat And Tomatoes Ns As To Fat Added In Cooking,163,12.08,10.47,2.68,0.3
339103,Egg Omelet Or Scrambled Egg With Meat And Dark-Green Vegetables Fat Added In Cooking,186,13.82,12.27,2.58,0.3
339104,Egg Omelet Or Scrambled Egg With Meat And Dark-Green Vegetables Fat Not Added In Cooking,155,10.08,12.73,2.68,0.3
339105,Egg Omelet Or Scrambled Egg With Meat And Dark-Green Vegetables Ns As To Fat Added In Cooking,186,13.82,12.27,2.58,0.3
339106,Egg Omelet Or Scrambled Egg With Meat Tomatoes And Dark-Green Vegetables Fat Added In Cooking,176,13.08,11.53,2.54,0.3
339107,Egg Omelet Or Scrambled Egg With Meat Tomatoes And Dark-Green Vegetables Fat Not Added In Cooking,147,9.52,11.94,2.63,0.3
339108,Egg Omelet Or Scrambled Egg With Meat Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,176,13.08,11.53,2.54,0.3
339109,Egg Omelet Or Scrambled Egg With Meat And Vegetables Other Than Dark-Green And/or Tomatoes Fat Added In Cooking,208,16.39,11.96,2.64,0.2
339110,Egg Omelet Or Scrambled Egg With Meat And Vegetables Other Than Dark-Green And/or Tomatoes Fat Not Added In Cooking,161,10.74,12.66,2.79,0.2
339111,Egg Omelet Or Scrambled Egg With Meat And Vegetables Other Than Dark-Green And/or Tomatoes Ns As To Fat Added In Cooking,208,16.39,11.96,2.64,0.2
339112,Egg Omelet Or Scrambled Egg With Cheese Meat And Tomatoes Fat Added In Cooking,183,13.86,11.54,2.74,0.3
339113,Egg Omelet Or Scrambled Egg With Cheese Meat And Tomatoes Fat Not Added In Cooking,161,11.13,11.85,2.81,0.3
339114,Egg Omelet Or Scrambled Egg With Cheese Meat And Tomatoes Ns As To Fat Added In Cooking,183,13.86,11.54,2.74,0.3
339115,Egg Omelet Or Scrambled Egg With Cheese Meat And Dark-Green Vegetables Fat Added In Cooking,226,17.42,14.36,2.38,0.1
339116,Egg Omelet Or Scrambled Egg With Cheese Meat And Dark-Green Vegetables Fat Not Added In Cooking,199,14.08,14.86,2.46,0.1
339117,Egg Omelet Or Scrambled Egg With Cheese Meat And Dark-Green Vegetables Ns As To Fat Added In Cooking,226,17.42,14.36,2.38,0.1
339118,Egg Omelet Or Scrambled Egg With Cheese Meat Tomatoes And Dark-Green Vegetables Fat Added In Cooking,215,16.52,13.66,2.49,0.2
339119,Egg Omelet Or Scrambled Egg With Cheese Meat Tomatoes And Dark-Green Vegetables Fat Not Added In Cooking,189,13.33,14.11,2.57,0.2
339120,Egg Omelet Or Scrambled Egg With Cheese Meat Tomatoes And Dark-Green Vegetables Ns As To Fat Added In Cooking,215,16.52,13.66,2.49,0.2
339121,Egg Omelet Or Scrambled Egg With Cheese Meat And Vegetables Other Than Dark-Green And/or Tomatoes Fat Added In Cooking,227,18.08,13.07,2.71,0.2
339122,Egg Omelet Or Scrambled Egg With Cheese Meat And Vegetables Other Than Dark-Green And/or Tomatoes Fat Not Added In Cooking,186,12.99,13.77,2.85,0.2
339123,Egg Omelet Or Scrambled Egg With Cheese Meat And Vegetables Other Than Dark-Green And/or Tomatoes Ns As To Fat Added In Cooking,227,18.08,13.07,2.71,0.2
339124,Egg Omelet Or Scrambled Egg With Potatoes And/or Onions Fat Added In Cooking,163,11.06,7.6,8.11,0.7
339125,Egg Omelet Or Scrambled Egg With Potatoes And/or Onions Fat Not Added In Cooking,117,5.51,8.01,8.55,0.8
339126,Egg Omelet Or Scrambled Egg With Potatoes And/or Onions Ns As To Fat Added In Cooking,163,11.06,7.6,8.11,0.7
339127,Fried Egg Sandwich,234,8.52,11,27.51,1.5
339128,Egg Cheese Ham And Bacon On Bun,261,13.93,15.01,17.92,0.8
339129,Egg Cheese And Ham On English Muffin,228,9.66,13.64,21.67,0.4
339130,Egg Cheese And Ham On Biscuit,253,16.29,12.05,14.84,0.4
339131,Egg Cheese And Ham On Bagel,261,14.38,12.86,19.47,1
339132,Egg Cheese And Sausage On English Muffin,286,18.1,13.38,17.44,0.2
339133,Egg Cheese And Sausage On Bun,272,16.02,13.83,17.38,0.6
339134,Egg Extra Cheese (2 Slices) And Extra Sausage (2 Patties) On Bun,275,17.69,14.44,14.04,0.4
339135,Egg Cheese And Beef On English Muffin,291,16.2,14.88,21.08,1.1
339136,Egg Cheese And Steak On Bagel,282,14.07,15.95,22.99,0.2
339137,Egg Cheese And Sausage On Biscuit,324,22.13,9.54,21.57,2
339138,Egg Cheese And Sausage Griddle Cake Sandwich,291,17.73,10.77,22.04,0.6
339139,Egg And Sausage On Biscuit,312,20.77,11.13,21.05,0.2
339140,Egg Cheese And Bacon On Biscuit,301,17.48,12.01,24.44,0.2
339141,Egg Cheese And Bacon Griddle Cake Sandwich,272,13.19,12.03,26.19,0.8
339142,Egg Cheese And Bacon On English Muffin,228,9.66,13.64,21.67,0.4
339143,Egg Cheese And Bacon On Bagel,249,10.98,13.32,23.67,0.7
339144,Egg And Bacon On Biscuit,305,20.73,11.33,19.06,0.5
339145,Egg And Ham On Biscuit,233,14.08,10.64,16.37,0.4
339146,Egg Cheese And Sausage On Bagel,295,16.97,12.98,22.64,0.2
339147,Egg And Steak On Biscuit,284,12.85,10.82,31.07,0.7
339148,Egg And Cheese On Biscuit,271,16.3,9.19,21.68,0.5
339149,Egg Salad Sandwich,296,20.76,9,17.56,0.9
339150,Scrambled Egg Sandwich,205,7.32,9.44,24.49,1.3
339151,Egg Drop Soup,27,0.61,1.16,4.29,0.4
339152,Garlic Egg Soup Puerto Rican Style (Sopa De Ajo),81,4.81,3.72,5.56,0.3
339153,Egg White Omelet Scrambled Or Fried Made With Margarine,108,6.21,11.5,0.82,0
339154,Egg White Omelet Scrambled Or Fried Made With Oil,119,7.38,11.52,0.77,0
339155,Egg White Omelet Scrambled Or Fried Made With Butter,108,6.24,11.55,0.77,0
339156,Egg White Omelet Scrambled Or Fried Made With Cooking Spray,64,0.72,12.22,0.96,0
339157,Egg White Omelet Scrambled Or Fried Made Without Fat,59,0.19,12.29,0.82,0
339158,Egg White Omelet Scrambled Or Fried With Cheese Fat Added In Cooking,167,11.67,13.56,1.16,0
339159,Egg White Omelet Scrambled Or Fried With Cheese Fat Not Added In Cooking,118,5.81,14.34,1.22,0
339160,Egg White Omelet Scrambled Or Fried With Cheese Ns As To Fat Added In Cooking,167,11.67,13.56,1.16,0
339161,Egg White Omelet Scrambled Or Fried With Meat Fat Added In Cooking,195,13.55,15.7,1.6,0
339162,Egg White Omelet Scrambled Or Fried With Meat Fat Not Added In Cooking,161,9.38,16.35,1.67,0
339163,Egg White Omelet Scrambled Or Fried With Meat Ns As To Fat Added In Cooking,195,13.55,15.7,1.6,0
339164,Egg White Omelet Scrambled Or Fried With Vegetables Fat Added In Cooking,113,7.71,7.77,2.99,0.6
339165,Egg White Omelet Scrambled Or Fried With Vegetables Fat Not Added In Cooking,49,0.19,8.32,3.2,0.7
339166,Egg White Omelet Scrambled Or Fried With Vegetables Ns As To Fat Added In Cooking,113,7.71,7.77,2.99,0.6
339167,Egg White Omelet Scrambled Or Fried With Cheese And Meat Fat Added In Cooking,219,15.83,16.66,1.78,0
339168,Egg White Omelet Scrambled Or Fried With Cheese And Meat Fat Not Added In Cooking,190,12.16,17.29,1.85,0
339169,Egg White Omelet Scrambled Or Fried With Cheese And Meat Ns As To Fat Added In Cooking,219,15.83,16.66,1.78,0
339170,Egg White Omelet Scrambled Or Fried With Cheese And Vegetables Fat Added In Cooking,145,10.53,9.47,3.04,0.6
339171,Egg White Omelet Scrambled Or Fried With Cheese And Vegetables Fat Not Added In Cooking,90,3.94,10.08,3.23,0.6
339172,Egg White Omelet Scrambled Or Fried With Cheese And Vegetables Ns As To Fat Added In Cooking,145,10.53,9.47,3.04,0.6
339173,Egg White Omelet Scrambled Or Fried With Meat And Vegetables Fat Added In Cooking,175,12.83,12.32,2.15,0.2
339174,Egg White Omelet Scrambled Or Fried With Meat And Vegetables Fat Not Added In Cooking,118,5.88,13.17,2.29,0.3
339175,Egg White Omelet Scrambled Or Fried With Meat And Vegetables Ns As To Fat Added In Cooking,175,12.83,12.32,2.15,0.2
339176,Egg White Omelet Scrambled Or Fried With Cheese Meat And Vegetables Fat Added In Cooking,201,15.11,13.57,2.27,0.2
339177,Egg White Omelet Scrambled Or Fried With Cheese Meat And Vegetables Fat Not Added In Cooking,151,8.98,14.41,2.41,0.2
339178,Egg White Omelet Scrambled Or Fried With Cheese Meat And Vegetables Ns As To Fat Added In Cooking,201,15.11,13.57,2.27,0.2
339179,Meringues,322,0.11,7.31,74.29,0
339180,Egg Substitute Omelet Scrambled Or Fried Made With Margarine,104,6.03,10.55,2.16,0
339181,Egg Substitute Omelet Scrambled Or Fried Made With Oil,114,7.2,10.56,2.11,0
339182,Egg Substitute Omelet Scrambled Or Fried Made With Butter,104,6.06,10.6,2.11,0
339183,Egg Substitute Omelet Scrambled Or Fried Made With Cooking Spray,59,0.53,11.21,2.38,0
339184,Egg Substitute Omelet Scrambled Or Fried Made Without Fat,54,0,11.28,2.26,0
339185,Egg Substitute Cheese Flavored Omelet Scrambled Or Fried Fat Added In Cooking,114,7.2,10.56,2.11,0
339186,Egg Substitute Cheese Flavored Omelet Scrambled Or Fried Fat Not Added In Cooking,54,0,11.28,2.26,0
339187,Egg Substitute Cheese Flavored Omelet Scrambled Or Fried Ns As To Fat Added In Cooking,114,7.2,10.56,2.11,0
339188,Egg Substitute Vegetable Flavored Omelet Scrambled Or Fried Fat Added In Cooking,114,7.2,10.56,2.11,0
339189,Egg Substitute Vegetable Flavored Omelet Scrambled Or Fried Fat Not Added In Cooking,54,0,11.28,2.26,0
339190,Egg Substitute Vegetable Flavored Omelet Scrambled Or Fried Ns As To Fat Added In Cooking,114,7.2,10.56,2.11,0
339191,Egg Substitute Omelet Scrambled Or Fried With Cheese Fat Added In Cooking,163,11.52,12.74,2.31,0
339192,Egg Substitute Omelet Scrambled Or Fried With Cheese Fat Not Added In Cooking,115,5.64,13.47,2.44,0
339193,Egg Substitute Omelet Scrambled Or Fried With Cheese Ns As To Fat Added In Cooking,163,11.52,12.74,2.31,0
339194,Egg Substitute Omelet Scrambled Or Fried With Meat Fat Added In Cooking,192,13.44,15.1,2.45,0
339195,Egg Substitute Omelet Scrambled Or Fried With Meat Fat Not Added In Cooking,158,9.26,15.72,2.55,0
339196,Egg Substitute Omelet Scrambled Or Fried With Meat Ns As To Fat Added In Cooking,192,13.44,15.1,2.45,0
339197,Egg Substitute Omelet Scrambled Or Fried With Vegetables Fat Added In Cooking,110,7.6,7.17,3.83,0.6
339198,Egg Substitute Omelet Scrambled Or Fried With Vegetables Fat Not Added In Cooking,46,0.07,7.68,4.1,0.7
339199,Egg Substitute Omelet Scrambled Or Fried With Vegetables Ns As To Fat Added In Cooking,110,7.6,7.17,3.83,0.6
339200,Egg Substitute Omelet Scrambled Or Fried With Cheese And Meat Fat Added In Cooking,217,15.73,16.12,2.55,0
339201,Egg Substitute Omelet Scrambled Or Fried With Cheese And Meat Fat Not Added In Cooking,187,12.05,16.72,2.64,0
339202,Egg Substitute Omelet Scrambled Or Fried With Cheese And Meat Ns As To Fat Added In Cooking,217,15.73,16.12,2.55,0
339203,Egg Substitute Omelet Scrambled Or Fried With Cheese And Vegetables Fat Added In Cooking,142,10.42,8.93,3.8,0.6
339204,Egg Substitute Omelet Scrambled Or Fried With Cheese And Vegetables Fat Not Added In Cooking,87,3.83,9.5,4.04,0.6
339205,Egg Substitute Omelet Scrambled Or Fried With Cheese And Vegetables Ns As To Fat Added In Cooking,142,10.42,8.93,3.8,0.6
339206,Egg Substitute Omelet Scrambled Or Fried With Meat And Vegetables Fat Added In Cooking,173,12.72,11.74,2.97,0.2
339207,Egg Substitute Omelet Scrambled Or Fried With Meat And Vegetables Fat Not Added In Cooking,115,5.76,12.55,3.17,0.3
339208,Egg Substitute Omelet Scrambled Or Fried With Meat And Vegetables Ns As To Fat Added In Cooking,173,12.72,11.74,2.97,0.2
339209,Egg Substitute Omelet Scrambled Or Fried With Cheese Meat And Vegetables Fat Added In Cooking,199,15.01,13.04,3.02,0.2
339210,Egg Substitute Omelet Scrambled Or Fried With Cheese Meat And Vegetables Fat Not Added In Cooking,148,8.87,13.85,3.2,0.2
339211,Egg Substitute Omelet Scrambled Or Fried With Cheese Meat And Vegetables Ns As To Fat Added In Cooking,199,15.01,13.04,3.02,0.2
339212,Beans Dry Cooked Ns As To Type And As To Fat Added In Cooking,197,7.94,8.3,24.15,8.3
339213,Beans Dry Cooked Ns As To Type Fat Added In Cooking,197,7.94,8.3,24.15,8.3
339214,Beans Dry Cooked Ns As To Type Fat Not Added In Cooking,142,0.65,8.96,26.07,8.9
339215,White Beans Dry Cooked Ns As To Fat Added In Cooking,191,7.36,8.99,23.2,5.8
339216,White Beans Dry Cooked Fat Added In Cooking Ns As To Type Of Fat,191,7.36,8.99,23.2,5.8
339217,White Beans Dry Cooked Made With Oil,191,7.36,8.99,23.2,5.8
339218,White Beans Dry Cooked Made With Animal Fat Or Meat Drippings,185,6.45,9.18,23.29,5.8
339219,White Beans Dry Cooked Made With Margarine,167,4.73,8.98,23.18,5.8
339220,White Beans Dry Cooked Fat Not Added In Cooking,138,0.35,9.68,24.95,6.3
339221,White Beans Canned Low Sodium Ns As To Fat Added In Cooking,168,7.4,6.85,19.54,4.6
339222,White Beans Canned Low Sodium Fat Added In Cooking,168,7.4,6.85,19.54,4.6
339223,White Beans Canned Low Sodium Fat Not Added In Cooking,114,0.39,7.37,21.02,4.9
339224,Black Brown Or Bayo Beans Dry Cooked Ns As To Fat Added In Cooking,184,7.5,8.19,21.93,8
339225,Black Brown Or Bayo Beans Dry Cooked Fat Added In Cooking Ns As To Type Of Fat,184,7.5,8.19,21.93,8
339226,Black Brown Or Bayo Beans Dry Cooked Made With Oil,186,7.8,8.17,21.85,8
339227,Black Brown Or Bayo Beans Dry Cooked Made With Animal Fat Or Meat Drippings,178,6.6,8.38,22.02,8.1
339228,Black Brown Or Bayo Beans Dry Cooked Made With Margarine,161,4.88,8.18,21.91,8
339229,Black Brown Or Bayo Beans Dry Cooked Fat Not Added In Cooking,131,0.54,8.81,23.58,8.7
339230,Black Brown Or Bayo Beans Canned Low Sodium Ns As To Fat Added In Cooking,147,7.31,5.61,15.38,6.4
339231,Black Brown Or Bayo Beans Canned Low Sodium Fat Added In Cooking,147,7.31,5.61,15.38,6.4
339232,Black Brown Or Bayo Beans Canned Low Sodium Fat Not Added In Cooking,91,0.29,6.03,16.55,6.9
339233,Fava Beans Cooked Ns As To Fat Added In Cooking,167,7.75,7,18.09,5
339234,Fava Beans Cooked Fat Added In Cooking,167,7.75,7,18.09,5
339235,Fava Beans Cooked Fat Not Added In Cooking,109,0.4,7.56,19.54,5.4
339236,Lima Beans Dry Cooked Ns As To Fat Added In Cooking,166,7.08,7.24,19.37,6.5
339237,Lima Beans Dry Cooked Fat Added In Cooking Ns As To Type Of Fat,166,7.08,7.24,19.37,6.5
339238,Lima Beans Dry Cooked Made With Oil,166,7.08,7.24,19.37,6.5
339239,Lima Beans Dry Cooked Made With Animal Fat Or Meat Drippings,161,6.21,7.41,19.45,6.5
339240,Lima Beans Dry Cooked Made With Margarine,144,4.56,7.22,19.37,6.5
339241,Lima Beans Dry Cooked Fat Not Added In Cooking,114,0.38,7.76,20.77,7
339242,Pink Beans Dry Cooked Ns As To Fat Added In Cooking,203,7.87,8.34,25.69,4.9
339243,Pink Beans Dry Cooked Fat Not Added In Cooking,148,0.49,9.01,27.75,5.3
339244,Pink Beans Dry Cooked Fat Added In Cooking,203,7.87,8.34,25.69,4.9
339245,Pinto Calico Or Red Mexican Beans Dry Cooked Ns As To Fat Added In Cooking,197,7.94,8.3,24.15,8.3
339246,Pinto Calico Or Red Mexican Beans Dry Cooked Fat Added In Cooking Ns As To Type Of Fat,197,7.94,8.3,24.15,8.3
339247,Pinto Calico Or Red Mexican Beans Dry Cooked Made With Oil,197,7.94,8.3,24.15,8.3
339248,Pinto Calico Or Red Mexican Beans Dry Cooked Made With Animal Fat Or Meat Drippings,191,6.99,8.49,24.26,8.3
339249,Pinto Calico Or Red Mexican Beans Dry Cooked Made With Margarine,172,5.19,8.28,24.13,8.3
339250,Pinto Calico Or Red Mexican Beans Dry Cooked Fat Not Added In Cooking,142,0.65,8.96,26.07,8.9
339251,Pinto Calico Or Red Mexican Beans Canned Low Sodium Ns As To Fat Added In Cooking,198,10.8,6.11,20.16,6.1
339252,Pinto Calico Or Red Mexican Beans Canned Low Sodium Fat Added In Cooking,198,10.8,6.11,20.16,6.1
339253,Pinto Calico Or Red Mexican Beans Canned Low Sodium Fat Not Added In Cooking,117,0.8,6.57,21.69,6.6
339254,Red Kidney Beans Dry Cooked Ns As To Fat Added In Cooking,180,7.57,8.01,21.06,6.8
339255,Red Kidney Beans Dry Cooked Fat Added In Cooking Ns As To Type Of Fat,180,7.57,8.01,21.06,6.8
339256,Red Kidney Beans Dry Cooked Made With Oil,180,7.57,8.01,21.06,6.8
339257,Red Kidney Beans Dry Cooked Made With Animal Fat Or Meat Drippings,174,6.65,8.19,21.15,6.9
339258,Red Kidney Beans Dry Cooked Made With Margarine,157,4.91,7.99,21.05,6.8
339259,Red Kidney Beans Dry Cooked Fat Not Added In Cooking,126,0.5,8.62,22.67,7.4
339260,Red Kidney Beans Canned Low Sodium Ns As To Fat Added In Cooking,202,10.84,7.14,20.27,7.2
339261,Red Kidney Beans Canned Low Sodium Fat Added In Cooking,202,10.84,7.14,20.27,7.2
339262,Red Kidney Beans Canned Low Sodium Fat Not Added In Cooking,119,0.53,7.68,21.81,7.8
339263,Yellow Canary Or Peruvian Beans Dry Cooked Ns As To Fat Added In Cooking,195,8,8.47,23.38,9.6
339264,Yellow Canary Or Peruvian Beans Dry Cooked Fat Added In Cooking Ns As To Type Of Fat,195,8,8.47,23.38,9.6
339265,Yellow Canary Or Peruvian Beans Dry Cooked Made With Oil,195,8,8.47,23.38,9.6
339266,Yellow Canary Or Peruvian Beans Dry Cooked Made With Animal Fat Or Meat Drippings,189,7.1,8.65,23.48,9.7
339267,Yellow Canary Or Peruvian Beans Dry Cooked Made With Margarine,172,5.38,8.45,23.36,9.6
339268,Yellow Canary Or Peruvian Beans Dry Cooked Fat Not Added In Cooking,143,1.07,9.11,25.14,10.3
339269,Soybeans Cooked Fat Not Added In Cooking,171,8.92,18.1,8.31,6
339270,Soybeans Cooked Fat Added In Cooking,223,15.57,16.78,7.7,5.5
339271,Soybeans Cooked Ns As To Fat Added In Cooking,223,15.57,16.78,7.7,5.5
339272,Mung Beans Fat Not Added In Cooking,104,0.38,6.98,19.06,7.6
339273,Mung Beans Fat Added In Cooking,154,6.64,6.55,17.86,7.1
339274,Mung Beans Ns As To Fat Added In Cooking,154,6.64,6.55,17.86,7.1
339275,Baked Beans Nfs,94,0.93,5.15,18.69,4
339276,Baked Beans Vegetarian,94,0.37,4.75,21.14,4.1
339277,Chili Beans Barbecue Beans Ranch Style Beans Or Mexican- Style Beans,97,1,5,16.9,4.2
339278,Beans And Tomatoes Ns As To Fat Added In Cooking,141,5.48,6.07,17.9,6.1
339279,Beans And Tomatoes Fat Not Added In Cooking,101,0.48,6.28,18.97,6.4
339280,Beans And Tomatoes Fat Added In Cooking,141,5.48,6.07,17.9,6.1
339281,Black Bean Salad,109,3.88,3.92,15.65,4
339282,Boston Baked Beans,154,5.04,6.05,21.89,3.9
339283,Refried Beans Fat Added In Cooking Ns As To Type Of Fat,144,5.71,6.12,17.8,5.4
339284,Refried Beans Made With Oil,144,5.71,6.12,17.8,5.4
339285,Refried Beans Made With Animal Fat Or Meat Drippings,140,5.14,6.22,17.84,5.4
339286,Refried Beans Made With Margarine,129,4.08,6.11,17.8,5.4
339287,Refried Beans Fat Not Added In Cooking,79,0.45,5.34,13.5,4.7
339288,Refried Beans Ns As To Fat Added In Cooking,144,5.71,6.12,17.8,5.4
339289,Refried Beans From Restaurant,156,6.77,6.91,16.79,8
339290,Refried Beans With Cheese,107,3.67,5.93,13,3.5
339291,Refried Beans With Meat,116,2.17,7.28,17.38,5.2
339292,Refried Beans Canned Low Sodium,89,2.01,4.98,13.55,3.7
339293,Bean Dip Made With Refried Beans,119,3.7,5.44,15.89,4.9
339294,Hummus,177,8.59,4.86,20.12,4
339295,Black Bean Sauce,218,16.9,5.51,13.11,3.3
