Key,Name,Calories,Fat,Protein,Carbs,Fiber
167512,Pillsbury Golden Layer Buttermilk Biscuits Artificial Flavor Refrigerated Dough,307,13.24,5.88,41.18,1.2
167513,Pillsbury Cinnamon Rolls With Icing Refrigerated Dough,330,11.27,4.34,53.42,1.4
167514,Kraft Foods Shake N Bake Original Recipe Coating For Pork Dry,377,3.7,6.1,79.8,0
167515,George Weston Bakeries Thomas English Muffins,232,1.8,8,46,0
167516,Waffles Buttermilk Frozen Ready-To-Heat,273,9.22,6.58,41.05,2.2
167517,Waffle Buttermilk Frozen Ready-To-Heat Toasted,309,9.49,7.42,48.39,2.6
167518,Waffle Buttermilk Frozen Ready-To-Heat Microwaved,289,9.4,6.92,44.16,2.4
167519,Waffle Plain Frozen Ready-To-Heat Microwave,298,9.91,6.71,45.41,2.4
167520,Pie Crust Cookie-Type Graham Cracker Ready Crust,501,24.83,5.1,64.3,1.9
167521,Pie Crust Cookie-Type Chocolate Ready Crust,484,22.42,6.08,64.48,2.7
167522,Dutch Apple Pie,290,11.5,2.17,44.54,1.6
167523,Pie Crust Deep Dish Frozen Unbaked Made With Enriched Flour,468,28.74,5.52,46.79,1.4
167524,Waffles Chocolate Chip Frozen Ready-To-Heat,297,10.1,5.8,45.68,1.5
167525,Tostada Shells Corn,474,23.38,6.15,64.43,5.8
167526,Bread Salvadoran Sweet Cheese (Quesadilla Salvadorena),374,17.12,7.12,47.84,0.7
167527,Bread Pound Cake Type Pan De Torta Salvadoran,390,17.45,7.06,51.29,1.7
167528,Pastry Pastelitos De Guava (Guava Pastries),379,18.5,5.48,47.76,2.2
167529,Crackers Snack Goya Crackers,433,13.35,14.25,64.35,3.8
167530,Crackers Cream Gamesa Sabrosas,484,20.37,7.01,64.55,2.4
167531,Crackers Cream La Moderna Rikis Cream Crackers,464,19.5,7.19,64.88,2.4
167532,Bread White Wheat,238,2.15,10.66,43.91,9.2
167533,Bagels Wheat,250,1.53,10.2,48.89,4.1
167534,Cream Puff Eclair Custard Or Cream Filled Iced,334,18.52,4.41,37.43,0.9
167535,Tortillas Ready-To-Bake Or -Fry Flour Shelf Stable,297,7.58,8.01,49.27,2.4
167536,Snacks Beef Jerky Chopped And Formed,410,25.6,33.2,11,1.8
167537,Snacks Corn-Based Extruded Chips Plain,539,33.36,6.17,57.27,4
167538,Snacks Corn-Based Extruded Chips Barbecue-Flavor,523,32.7,7,56.2,5.2
167539,Snacks Corn-Based Extruded Cones Plain,510,26.9,5.8,62.9,1.1
167540,Snacks Fruit Leather Pieces,359,2.68,1,82.82,0
167541,Snacks Fruit Leather Rolls,371,3,0.1,85.8,0
167542,Snacks Granola Bars Hard Plain,471,19.8,10.1,64.4,5.3
167543,Snacks Granola Bars Hard Almond,495,25.5,7.7,62,4.8
167544,Snacks Granola Bars Soft Uncoated Raisin,448,17.8,7.6,66.4,4.2
167545,Snacks Granola Bars Soft Coated Milk Chocolate Coating Chocolate Chip,466,24.9,5.8,63.8,3.4
167546,Honey-Combed With Peanut Butter,473,20.18,8.72,67.41,1.9
167547,Snacks Granola Bars Soft Coated Milk Chocolate Coating Peanut Butter,508,31.1,10.2,53.4,2.8
167548,Snacks Granola Bars Soft Uncoated Peanut Butter And Chocolate Chip,432,20,9.8,62.2,4.2
167549,Snacks Popcorn Oil-Popped Microwave Regular Flavor No Trans Fat,583,43.55,7.29,45.06,8.1
167550,Snacks Popcorn Cakes,384,3.1,9.7,80.1,2.9
167551,Snacks Popcorn Caramel-Coated With Peanuts,400,7.8,6.4,80.7,3.8
167552,Snacks Popcorn Caramel-Coated Without Peanuts,431,12.8,3.8,79.1,5.2
167553,Snacks Potato Chips Made From Dried Potatoes Reduced Fat,502,26.14,4.56,64.76,3.2
167554,Snacks Potato Chips Made From Dried Potatoes Sour-Cream And Onion-Flavor,547,37,6.6,51.3,1.2
167555,Snacks Pretzels Hard Plain Salted,384,2.93,10.04,80.39,3.4
167556,Snacks Pretzels Hard Confectioners Coating Chocolate-Flavor,457,16.7,7.5,70.9,2.4
167557,Snacks Rice Cakes Brown Rice Sesame Seed,392,3.8,7.6,81.5,5.4
167558,Snacks Tortilla Chips Plain White Corn Salted,472,20.68,7.1,67.78,5.4
167559,Snacks Tortilla Chips Nacho Cheese,519,27.42,7.36,60.81,5.1
167560,Snacks Tortilla Chips Ranch-Flavor,501,24.63,7.19,62.74,4
167561,Snacks Trail Mix Regular,462,29.4,13.8,44.9,0
167562,Almond Joy Candy Bar,479,26.93,4.13,59.51,5
167563,Twizzlers Cherry Bites,338,1.7,2.97,79.38,0.1
167564,Nestle Bit-O-Honey Candy Chews,388,7.5,2,80.89,0.2
167565,Nestle Butterfinger Bar,459,18.9,5.4,72.9,2
167566,Caramels Chocolate-Flavor Roll,387,3.31,1.59,87.73,0.1
167567,Baking Chocolate Unsweetened Liquid,472,47.7,12.1,36.2,18.1
167568,Unsweetened Baking Chocolate,642,52.31,14.32,28.42,16.6
167569,Confectioners Coating Yogurt,522,27,5.87,63.94,0
167570,Confectioners Coating Peanut Butter,529,29.8,18.3,46.88,5
167571,White Chocolate,539,32.09,5.87,59.24,0.2
167572,Ice Creams Vanilla Light,180,4.83,4.78,29.46,0.3
167573,Ice Creams Vanilla Rich,249,16.2,3.5,22.29,0
167574,Desserts Flan Caramel Custard Prepared-From-Recipe,145,4.03,4.53,22.78,0
167575,Ice Creams Vanilla,207,11,3.5,23.6,0.7
167576,Ice Creams Vanilla Light Soft-Serve,126,2.6,4.9,21.8,0
167577,Sherbet Orange,144,2,1.1,30.4,1.3
167578,Fudge Peanut Butter Prepared-From-Recipe,387,6.59,3.78,77.75,0.7
167579,Fudge Vanilla Prepared-From-Recipe,383,5.45,1.05,82.15,0
167580,Fudge Vanilla With Nuts,435,13.69,3,74.61,0.9
167581,Nestle Goobers Chocolate Covered Peanuts,512,34,9.7,53,9.7
167582,Nestle Baby Ruth Bar,475,21.6,5.4,64.8,2
167583,Twizzlers Strawberry Twists Candy,348,2.32,2.56,79.16,0
167584,Syrups Table Blends Pancake With Butter,291,0.09,0,72.43,0
167585,Ice Creams Chocolate Light,187,7.19,5,25.7,0.8
167586,Nestle Chunky Bar,519,27.5,7.5,60.4,2.5
167587,Milk Chocolate,535,29.66,7.65,59.4,3.4
167588,Puddings Banana Dry Mix Instant Prepared With 2% Milk,105,1.7,2.76,19.74,0
167589,Puddings Banana Dry Mix Regular Prepared With 2% Milk,101,1.73,2.9,18.43,0
167590,Andreas Gluten Free Soft Dinner Roll,257,8.2,5.65,40.24,2.9
167591,Crunchmaster Multi-Grain Crisps Snack Crackers Gluten-Free,456,15.92,10.91,67.18,7.5
167592,Glutino Gluten Free Cookies Chocolate Vanilla Creme,474,17.89,2.19,76.03,2.5
167593,Glutino Gluten Free Cookies Vanilla Creme,487,18.79,2.19,77.34,0
167594,Pepperidge Farm Goldfish Baked Snack Crackers Original,467,18.42,9.42,65.81,2.4
167595,Pepperidge Farm Goldfish Baked Snack Crackers Parmesan,459,17.29,11.16,64.7,3.5
167596,Pepperidge Farm Goldfish Baked Snack Crackers Pizza,469,18.93,9.67,65.11,3.5
167597,Rudis Gluten-Free Bakery Original Sandwich Bread,320,10.7,3.13,52.83,3.5
167598,Udis Gluten Free Soft & Delicious White Sandwich Bread,298,8.02,5.4,51.15,5.5
167599,Udis Gluten Free Soft & Hearty Whole Grain Bread,309,9.34,7.25,49.09,4.9
167600,Udis Gluten Free Whole Grain Dinner Rolls,329,11.6,11.8,44.29,11.2
167601,Vans Gluten Free Totally Original Pancakes,215,4.55,3.31,40.32,1.5
167602,Seaweed Canadian Cultivated Emi-Tsunomata Dry,259,1.39,15.34,46.24,36.7
167603,Seaweed Canadian Cultivated Emi-Tsunomata Rehydrated,31,0.17,1.86,5.62,4.5
167604,Potatoes Hash Brown Refrigerated Unprepared,84,0.08,1.75,19.16,1.8
167605,Potatoes Hash Brown Refrigerated Prepared Pan-Fried In Canola Oil,242,10.3,3.24,33.99,3.6
167606,Sweet Potatoes French Fried Frozen As Packaged Salt Added In Processing,182,8.92,2.16,35.58,5.7
167607,Moose Meat Raw (Alaska Native),103,1.5,22.3,0,0
167608,Mashu Roots Raw (Alaska Native),135,2.4,5.8,22.6,0
167609,Moose Liver Braised (Alaska Native),155,4.89,24.38,3.43,0
167610,Seal Bearded (Oogruk) Meat Raw (Alaska Native),110,0.4,26.7,0,0
167611,Oil Bearded Seal (Oogruk) (Alaska Native),899,99.6,0.56,0,0
167612,Oopah (Tunicate) Whole Animal (Alaska Native),67,2.2,11.7,0,0
167613,Owl Horned Flesh Raw (Alaska Native),136,5,22.7,0,0
167614,Fish Salmon King Chinook Smoked And Canned (Alaska Native),150,5.9,23.2,0,0
167615,Fish Salmon King Chinook Smoked Brined (Alaska Native),430,30,39.9,0,0
167616,Fish Salmon King Chinook Liver (Alaska Native),156,8,16.6,4.3,0
167617,Duck Scoter White-Winged Meat (Alaska Native),84,0.4,20.2,0,0
167618,Sea Cucumber Yane (Alaska Native),56,0.4,13,0,0
167619,Squirrel Ground Meat (Alaska Native),111,3.8,19.3,0,0
167620,Tea Tundra Herb And Laborador Combination (Alaska Native),1,0,0,0.2,0
167621,Walrus Meat Dried (Alaska Native),251,2.6,57,0,0
167622,Deer (Venison) Sitka Raw (Alaska Native),116,2.66,21.5,0,0
167623,Whale Bowhead Subcutaneous Fat (Blubber) (Alaska Native),870,96.5,0.4,0,0
167624,Whale Bowhead Skin And Subcutaneous Fat (Muktuk) (Alaska Native),465,46.1,12.6,0,0
167625,Oil Whale Bowhead (Alaska Native),900,100,0,0,0
167626,Fish Whitefish Broad Liver (Alaska Native),104,4.4,11,5.1,0
167627,Mush Blue Corn With Ash (Navajo),54,0.49,0.66,11.74,1.1
167628,Cornmeal Blue (Navajo),398,5.44,10.4,76.93,8.7
167629,Melon Banana (Navajo),21,0.2,0.84,4.06,0.3
167630,Chilchen (Red Berry Beverage) (Navajo),44,0.63,0.81,8.68,0
167631,Corn Dried (Navajo),386,5.22,9.88,74.93,0
167632,Squash Indian Cooked Boiled (Navajo),16,0.15,0.31,3.22,1.5
167633,Bread Kneel Down (Navajo),195,2.21,4.29,39.47,0
167634,Mutton Cooked Roasted (Navajo),234,11.09,33.43,0.08,0
167635,Frybread Made With Lard (Navajo),330,12.22,6.69,48.26,0
167636,Tamales (Navajo),153,6.12,6.28,18.12,3.1
167637,Stew Steamed Corn (Navajo),112,3.75,8.82,10.8,2.3
167638,Fish Halibut Raw With Skin (Alaska Native),116,2.92,20.53,1.81,0
167639,Fish Salmon Coho (Silver) Raw (Alaska Native),140,5.57,22.56,0,0
167640,Blueberries Wild Raw (Alaska Native),61,0.76,1.22,12.31,2.6
167641,Oil Spotted Seal (Alaska Native),894,99.32,0,0,0
167642,Fish Salmon Red Canned Bones Removed (Alaska Native),161,5.76,27.31,0,0
167643,Fish Whitefish Eggs (Alaska Native),104,2.88,14.66,4.89,0
167644,Caribou Rump Meat Half Dried (Alaska Native),255,5.23,52.06,0,0
167645,Fish Salmon Red (Sockeye) Canned Smoked (Alaska Native),206,7.26,35.19,0,0
167646,Fish Salmon Red (Sockeye) Kippered (Alaska Native),141,4.75,24.5,0,0
167647,Fish Salmon King With Skin Kippered (Alaska Native),209,12.95,23.19,0,0
167648,Fish Sheefish Raw (Alaska Native),115,2.84,22.25,0,0
167649,Buffalo Free Range Top Round Steak Raw (Shoshone Bannock),97,1.3,21.44,0,0
167650,Seal Bearded (Oogruk) Meat Partially Dried (Alaska Native),270,2.31,62.38,0,0
167651,Buffalo Free Range Top Round Steak Cooked (Shoshone Bannock),146,1.8,32.51,0,0
167652,Elk Free Range Roast Eye Of Round Raw (Shoshone Bannock),98,2.1,19.74,0,0
167653,Corn Dried Yellow (Northern Plains Indians),419,10.64,14.48,66.27,20.5
167654,Smelt Dried (Alaska Native),386,17.9,56.19,0,0
167655,Frybread Made With Lard (Apache),309,10.14,8.38,46.01,1.7
167656,Corned Beef And Potatoes In Tortilla (Apache),224,8.31,7.91,29.35,1.5
167657,On The Border Soft Taco With Ground Beef Cheese And Lettuce,229,11.05,13.19,19.28,1.8
167658,Restaurant Mexican Soft Taco With Ground Beef Cheese And Lettuce,219,10.81,12.56,17.92,1.5
167659,Restaurant Latino Chicken And Rice Entree Prepared,174,5.06,12.02,20.03,1.2
167660,Restaurant Latino Empanadas Beef Prepared,335,18.37,11.31,31.19,2
167661,Restaurant Latino Pupusas Con Frijoles (Pupusas Bean),229,9.01,5.59,31.49,5.8
167662,Restaurant Latino Pupusas Con Queso (Pupusas Cheese),256,13.25,11.72,22.39,2.9
167663,Restaurant Latino Pupusas Del Cerdo (Pupusas Pork),232,10.43,11.51,23.02,2.6
167664,Restaurant Latino Tamale Corn,186,7.21,3.48,26.68,3.2
167665,Restaurant Mexican Spanish Rice,185,5.29,3.28,31.16,1.2
167666,Restaurant Mexican Refried Beans,156,6.77,6.91,16.79,8
167667,Restaurant Chinese Egg Rolls Assorted,250,11.94,8.28,27.29,2.6
167668,Restaurant Chinese Fried Rice Without Meat,174,2.96,4.05,32.79,1.1
167669,Cracker Barrel Steak Fries,255,13.18,3.26,30.87,3.5
167670,Cracker Barrel Grilled Sirloin Steak,203,8.52,31.52,0,0
167671,Cracker Barrel Macaroni N Cheese Plate From Kids Menu,192,11.51,6.46,15.58,0.7
167672,Dennys French Fries,282,14.13,3.41,35.2,3.5
167673,Dennys Top Sirloin Steak,182,7.34,28.9,0.14,0
167674,Restaurant Chinese Lemon Chicken,252,13.55,11.87,20.61,1
167675,Restaurant Chinese General Tsos Chicken,295,16.36,12.9,23.99,0.9
167676,Restaurant Chinese Kung Pao Chicken,129,6.98,9.76,6.87,1.5
167677,Restaurant Chinese Vegetable Lo Mein Without Meat,121,2.35,4.77,20.16,1.3
167678,Restaurant Chinese Chicken And Vegetables,95,4.56,8.18,5.38,0.9
167679,Restaurant Chinese Orange Chicken,262,12.68,14.46,22.46,0.8
167680,Restaurant Italian Spaghetti With Meat Sauce,121,3.59,5.79,16.4,1.6
167681,Fruit-Flavored Drink Dry Powdered Mix Low Calorie With Aspartame,218,0.04,0.45,87.38,0.1
167682,Pectin Liquid,11,0,0,2.1,2.1
167683,Frozen Novelties Ice Cream Type Vanilla Ice Cream Light No Sugar Added Chocolate Coated,221,10.1,6.4,26.11,0.8
167684,Creamy Dressing Made With Sour Cream And/or Buttermilk And Oil Reduced Calorie,160,14,1.5,7,0
167685,Bologna Beef And Pork Low Fat,230,19.3,11.5,2.6,0
167686,Milk Dessert Frozen Milk-Fat Free Chocolate,167,1,4.3,37.7,0
167687,Whipped Topping Frozen Low Fat,224,13.1,3,23.6,0
167688,Cream Substitute Powdered Light,431,15.7,1.9,73.4,0
167689,Mars Snackfood Us M&Ms Peanut Butter Chocolate,529,29.32,10.16,56.89,4
167690,Babyfood Apple Yogurt Dessert Strained,93,1.6,0.8,19.5,0.5
167691,Vegetable Oil-Butter Spread Reduced Calorie,465,53,0,0,0
167692,Salad Dressing Blue Or Roquefort Cheese Dressing Light,86,2.7,2.1,13.2,0
167693,Salad Dressing French Dressing Reduced Calorie,227,13,0.4,27,0
167694,Turkey And Pork Sausage Fresh Bulk Patty Or Link Cooked,307,23,22.7,0.7,0
167695,Mayonnaise Made With Tofu,322,31.79,5.95,3.06,1.1
167696,Frankfurter Beef Low Fat,140,9.5,12,1.6,0
167697,Milk Buttermilk Fluid Cultured Reduced Fat,56,2,4.1,5.3,0
167698,Pork Sausage Rice Links Brown And Serve Cooked,407,37.63,13.7,2.36,0
167699,Salad Dressing Blue Or Roquefort Cheese Dressing Fat-Free,115,1.01,1.52,25.6,1.8
167700,Salad Dressing Mayonnaise-Like Fat-Free,84,2.7,0.2,15.5,1.9
167701,Mars Snackfood Us Milky Way Midnight Bar,443,17.5,3.2,71.22,2.9
167702,Flaxseed Oil,884,99.98,0.11,0,0
167703,Cheese Cottage Lowfat 1% Milkfat Lactose Reduced,74,1,12.4,3.2,0.6
167704,Salad Dressing Bacon And Tomato,326,35,1.8,2,0.2
167705,Grated Parmesan Cheese (Low-Sodium),451,29.99,41.6,3.7,0
167706,Jams Preserves Marmalade Reduced Sugar,151,0.1,0,37.6,1.5
167707,Fruit-Flavored Drink Powder With High Vitamin C With Other Added Vitamins Low Calorie,227,0.16,0.25,91,2.2
167708,Tomato And Vegetable Juice Low Sodium,22,0.1,0.6,4.59,0.8
167709,Turkey Wing Smoked Cooked With Skin Bone Removed,221,12.41,27.4,0,0
167710,Turkey Drumstick Smoked Cooked With Skin Bone Removed,200,9.8,27.9,0,0
167711,Chocolate-Flavored Drink Whey And Milk Based,49,0.4,0.64,10.68,0.6
167712,Pork Cured Bacon Cooked Broiled Pan-Fried Or Roasted Reduced Sodium,541,41.78,37.04,1.43,0
167713,Turkey Light Or Dark Meat Smoked Cooked Skin And Bone Removed,162,5,29.3,0,0
167714,Hearts Of Palm Raw,115,0.2,2.7,25.61,1.5
167715,Post Shredded Wheat N Bran Spoon-Size,339,2.06,10.93,80.65,14.7
167716,Cheese Cottage Lowfat 1% Milkfat With Vegetables,67,1,10.9,3,0
167717,Yeast Extract Spread,185,0.9,23.88,20.42,6.5
167718,Babyfood Juice Pear,43,0,0,11.86,0.1
167719,Chicken Meatless Breaded Fried,234,12.77,21.28,8.51,4.3
167720,Babyfood Meat Beef With Vegetables Toddler,69,2.1,3.5,8.72,1.8
167721,Frozen Novelties Juice Type Juice With Cream,115,1.41,1.41,24.11,0.1
167722,Tofu Yogurt,94,1.8,3.5,15.96,0.2
167723,Alcoholic Beverage Rice (Sake),134,0,0.5,5,0
167724,Millet Puffed,354,3.4,13,80,2.7
167725,Oat Bran Flakes Health Valley,380,3,10,78,8
167726,Babyfood Mixed Fruit Yogurt Strained,75,0.8,0.8,16.23,0.4
167727,Abbott Ensure Plus Ready-To-Drink,141,4.52,5.16,19.88,0
167728,Babyfood Rice And Apples Dry,396,2.4,6.7,86.89,3
167729,Babyfood Juice Apple - Cherry,47,0.1,0.2,11.2,0.3
167730,Milk Imitation Non-Soy,46,2,1.6,5.3,0
167731,Babyfood Cereal Rice With Pears And Apple Dry Instant Fortified,389,0.9,6.6,88.5,2.6
167732,Babyfood Banana No Tapioca Strained,91,0.2,1,21.34,1.6
167733,Babyfood Banana Apple Dessert Strained,68,0.2,0.3,16.3,1
167734,Breakfast Bar Corn Flake Crust With Fruit,376,7.5,4.4,72.8,2.1
167735,Cheese Mozzarella Low Sodium,280,17.1,27.5,3.1,0
167736,Mayonnaise Dressing No Cholesterol,688,77.8,0,0.3,0
167737,Oil Corn Peanut And Olive,884,100,0,0,0
167738,Pie Fillings Blueberry Canned,181,0.2,0.41,44.38,2.6
167739,Cocktail Mix Non-Alcoholic Concentrated Frozen,287,0.01,0.08,71.6,0
167740,Puddings Chocolate Flavor Low Calorie Regular Dry Mix,365,3,10.08,74.42,10.1
167741,Puddings All Flavors Except Chocolate Low Calorie Regular Dry Mix,351,0.1,1.6,86.04,0.9
167742,Scallops,111,0.84,20.54,5.41,0
167743,Syrup Cane,269,0,0,73.14,0
167744,Mollusks Snail Raw,90,1.4,16.1,2,0
167745,Turtle Green Raw,89,0.5,19.8,0,0
167746,Lemons,29,0.3,1.1,9.32,2.8
167747,Lemon Juice Raw,22,0.24,0.35,6.9,0.3
167748,Lemon Juice From Concentrate Canned Or Bottled,17,0.07,0.45,5.62,0.7
167749,Lemon Peel Raw,47,0.3,1.5,16,10.6
167750,Prickly Pears,41,0.51,0.73,9.57,3.6
167751,Plums Dried (Prunes) Stewed Without Added Sugar,107,0.16,0.96,28.08,3.1
167752,Plums Dried (Prunes) Stewed With Added Sugar,124,0.22,1.09,32.88,3.8
167753,Shredded Coconut Meat (Sweetened),71,0.03,0.61,17.45,1
167754,Pummelo,38,0.04,0.76,9.62,1
167755,Raspberries,52,0.65,1.2,11.94,6.5
167756,Raspberries Canned Red Heavy Syrup Pack Solids And Liquids,91,0.12,0.83,23.36,3.3
167757,Raspberries Frozen Red Sweetened,103,0.16,0.7,26.16,4.4
167758,Rhubarb,21,0.2,0.9,4.54,1.8
167759,Sapodilla,83,1.1,0.44,19.96,5.3
167760,Mamey Sapote,124,0.46,1.45,32.1,5.4
167761,Soursop,66,0.3,1,16.84,3.3
167762,Strawberries,32,0.3,0.67,7.68,2
167763,Tamarinds,239,0.6,2.8,62.5,5.1
167764,Fruit Salad (Pineapple And Papaya And Banana And Guava) Tropical Canned Heavy Syrup Solids And Liquids,86,0.1,0.41,22.36,1.3
167765,Watermelon,30,0.15,0.61,7.55,0.4
167766,Maraschino Cherries (Canned),165,0.21,0.22,41.97,3.2
167767,Pineapple Canned Juice Pack Drained,60,0.11,0.51,15.56,1.3
167768,Apricots Canned Heavy Syrup Drained,83,0.11,0.64,21.31,2.7
167769,Cherries Sour Canned Water Pack Drained,42,0.21,0.69,10.45,1.2
167770,Cherries Sweet Canned Pitted Heavy Syrup Drained,83,0.21,0.73,21.07,2.3
167771,Apple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid,46,0.13,0.1,11.3,0.2
167772,Applesauce Canned Unsweetened With Added Ascorbic Acid,42,0.1,0.17,11.27,1.1
167773,Applesauce Canned Sweetened With Salt,76,0.18,0.18,19.91,1.2
167774,Pink Grapefruit Juice,39,0.1,0.5,9.2,0
167775,Apple Juice Frozen Concentrate Unsweetened Diluted With 3 Volume Water With Added Ascorbic Acid,47,0.1,0.14,11.54,0.1
167776,Bartlett Pears,63,0.16,0.39,15.01,3.1
167777,Red Anjou Pears,62,0.14,0.33,14.94,3
167778,Bosc Pear,67,0.09,0.36,16.1,3.1
167779,Green Anjou Pear,66,0.1,0.44,15.79,3.1
167780,Prune Puree,257,0.2,2.1,65.1,3.3
167781,Candied Fruit,322,0.07,0.34,82.74,1.6
167782,Abiyuch,69,0.1,1.5,17.6,5.3
167783,Rowal,111,2,2.3,23.9,6.2
167784,Guava Nectar Canned With Added Ascorbic Acid,63,0.06,0.09,16.25,1
167785,Mango Nectar Canned,51,0.06,0.11,13.12,0.3
167786,Tamarind Nectar Canned,57,0.12,0.09,14.73,0.5
167787,Pomegranate Juice Bottled,54,0.29,0.15,13.13,0.1
167788,Nance Canned Syrup Drained,95,1.28,0.56,22.79,7
167789,Nance Frozen Unsweetened,73,1.16,0.66,16.97,7.5
167790,Naranjilla (Lulo) Pulp Frozen Unsweetened,25,0.22,0.44,5.9,1.1
167791,Horned Melon (Kiwano),44,1.26,1.78,7.56,0
167792,Orange Pineapple Juice Blend,51,0.08,0.41,12.2,0.2
167793,Fuji Apples,63,0.18,0.2,15.22,2.1
167794,Orange Juice Chilled Includes From Concentrate With Added Calcium And Vitamins A D E,49,0.12,0.68,11.54,0.3
167795,Fruit Juice Smoothie Naked Juice Mighty Mango,63,0,0.42,15,0
167796,Fruit Juice Smoothie Naked Juice Green Machine,53,0.26,0.6,12.53,0.7
167797,Fruit Juice Smoothie Bolthouse Farms Berry Boost,46,0.02,0.63,10.9,0
167798,Fruit Juice Smoothie Bolthouse Farms Green Goodness,56,0.33,0.63,13.04,0.6
167799,Fruit Juice Smoothie Bolthouse Farms Strawberry Banana,52,0.3,0.44,12.37,0.6
167800,Apple Juice Canned Or Bottled Unsweetened With Added Ascorbic Acid Calcium And Potassium,48,0.17,0.12,11.49,0.3
167801,Lemon Juice From Concentrate Bottled Concord,24,0.07,0.4,5.37,0
167802,Lemon Juice From Concentrate Bottled Real Lemon,17,0.07,0.47,5.66,0.7
167803,Cranberry Sauce Whole Canned Ocean Spray,158,0.05,0.75,40.4,1.2
167804,Cranberry Sauce Jellied Canned Ocean Spray,160,0.04,1.05,40.61,1
167805,Ruby Red Grapefruit Juice Blend (Grapefruit Grape Apple) Ocean Spray Bottled With Added Vitamin C,44,0.1,0.5,10.53,0.2
167806,Baobab Powder,250,0.47,3.69,79.65,44.5
167807,Cherry Juice Tart,59,0.54,0.31,13.7,0
167808,Raspberries Puree Seedless,41,0.87,1.02,7.99,0.9
167809,Raspberries Puree With Seeds,55,0.97,1.1,11.51,4.3
167810,Pork Fresh Composite Of Trimmed Leg Loin Shoulder And Spareribs (Includes Cuts To Be Cured) Separable Lean And Fat Raw,211,14.79,18.22,0,0
167811,Pork Fresh Backfat Raw,812,88.69,2.92,0,0
167812,Pork Fresh Belly Raw,518,53.01,9.34,0,0
167813,Pork Fresh Separable Fat Raw,632,65.7,9.25,0,0
167814,Pork Fresh Leg (Ham) Rump Half Separable Lean And Fat Raw,182,10.63,20.27,0,0
167815,Pork Fresh Leg (Ham) Rump Half Separable Lean And Fat Cooked Roasted,209,10.32,27.03,0,0
167816,Pork Fresh Leg (Ham) Rump Half Separable Lean Only Raw,120,2.93,21.81,0,0
167817,Pork Fresh Leg (Ham) Rump Half Separable Lean Only Cooked Roasted,165,4.62,28.86,0,0
167818,Pork Fresh Loin Whole Separable Lean And Fat Raw,198,12.58,19.74,0,0
167819,Pork Fresh Loin Whole Separable Lean And Fat Cooked Braised,239,13.62,27.23,0,0
167820,Pork Loin,242,13.92,27.32,0,0
167821,Pork Fresh Loin Whole Separable Lean And Fat Cooked Roasted,248,14.65,27.09,0,0
167822,Pork Fresh Loin Blade (Chops Or Roasts) Bone-In Separable Lean And Fat Raw,194,12.27,19.56,0,0
167823,Pork Chops (With Fat),255,15.71,26.54,0,0
167824,Pork Fresh Loin Blade (Chops) Bone-In Separable Lean And Fat Cooked Broiled,231,14.35,23.72,0,0
167825,Pork Fresh Loin Blade (Roasts) Bone-In Separable Lean And Fat Cooked Roasted,254,16.71,24.29,0,0
167826,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean And Fat Cooked Braised,242,13.51,28.21,0,0
167827,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean And Fat Cooked Broiled,209,11.06,25.61,0,0
167828,Pork Fresh Loin Center Loin (Roasts) Bone-In Separable Lean And Fat Cooked Roasted,231,12.8,27.01,0,0
167829,Pork Fresh Loin Center Loin (Chops) Bone-In Separable Lean Only Raw,127,3.71,21.99,0,0
167830,Pork Fresh Loin Center Rib (Chops) Bone-In Separable Lean And Fat Cooked Braised,261,16.28,26.66,0,0
167831,Pork Fresh Loin Center Rib (Chops) Bone-In Separable Lean And Fat Cooked Broiled,222,13.04,24.42,0,0
167832,Pork Fresh Loin Center Rib (Roasts) Bone-In Separable Lean And Fat Cooked Roasted,248,14.68,26.99,0,0
167833,Pork Fresh Loin Center Rib (Chops Or Roasts) Bone-In Separable Lean Only Raw,136,4.8,21.79,0,0
167834,Pork Fresh Loin Sirloin (Chops) Bone-In Separable Lean And Fat Cooked Braised,234,12.31,28.81,0,0
167835,Pork Fresh Loin Sirloin (Chops) Bone-In Separable Lean And Fat Cooked Broiled,222,11.82,26.96,0,0
167836,Pork Fresh Loin Sirloin (Roasts) Bone-In Separable Lean And Fat Cooked Roasted,230,12.87,26.64,0,0
167837,Pork Fresh Loin Sirloin (Chops Or Roasts) Bone-In Separable Lean Only Raw,129,4.02,21.65,0,0
167838,Pork Chops (Lean),195,6.9,31,0,0
167839,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Raw,155,6.94,21.55,0,0
167840,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Cooked Braised,200,8.31,29.2,0,0
167841,Pork Fresh Loin Top Loin (Chops) Boneless Separable Lean And Fat Cooked Broiled,196,9.14,26.62,0,0
167842,Pork Fresh Loin Top Loin (Roasts) Boneless Separable Lean And Fat Cooked Roasted,192,8.82,26.45,0,0
167843,Pork Fresh Shoulder Whole Separable Lean And Fat Raw,236,17.99,17.18,0,0
167844,Pork Fresh Shoulder Whole Separable Lean And Fat Cooked Roasted,292,21.39,23.28,0,0
167845,Pork Fresh Shoulder Whole Separable Lean Only Raw,148,7.14,19.55,0,0
